Entry_id,e_signed
3560428,0.424567537219212
6934997,0.840020489849282
5682812,0.49154852153686074
6493191,0.8004367378597472
8990111,0.3012985514743128
6398494,0.5644273659536465
3769730,0.8666369504131379
2958721,0.5218923989236454
9071675,0.4721698145911638
9056321,0.7928324251471253
1213384,0.4206922018297686
2649891,0.48611997847007254
5627791,0.3418955453835584
2699043,0.613931722763684
6311037,0.8424532521334324
3385813,0.5575239550355668
7004468,0.3697073596731083
4502821,0.8081571355143518
9839345,0.7881281848849966
6899559,0.8620757835389194
5983465,0.5073102757706135
6494782,0.46387377578985345
5646177,0.8834153221277531
2795644,0.5207220573158104
6776905,0.587775804605672
3407920,0.601615137795462
2437855,0.5582422842120054
8858967,0.5677857933030946
5523257,0.47329010088634743
8005018,0.649334248634857
1890237,0.4624277003905268
8846477,0.577448301419552
5032836,0.4107149729999533
4378557,0.540026950016487
6920639,0.3861441048272185
6313574,0.6643927833285734
9438177,0.48547104599217505
1928639,0.45510687672066424
3005304,0.26930093675225375
3231870,0.7632853424047018
4891253,0.31193529335714554
1327168,0.601188823941528
2772888,0.4620754440906997
8166207,0.7639108070787844
2200507,0.6238274770916845
4252472,0.49393561811300135
6419188,0.781895642155546
3003105,0.0930139422473083
6639359,0.4150059202134167
7373726,0.4648343173607835
8790471,0.6309769402452787
7883052,0.5617141868985475
6191229,0.26828292301788015
2596261,0.5658275411612076
3117436,0.27167946407596427
2658749,0.036889720773181346
5256194,0.508568488332261
3851891,0.8012025167007069
3527594,0.9349800570086301
8679172,0.4071099438092071
4235216,0.44508465815043846
9132267,0.9048657292703421
9323397,0.39211671640089213
3776899,0.621028230574469
4741751,0.41361173768982595
3827941,0.7298933129712557
9857271,0.7163255611449506
4846559,0.5369876168372949
3309505,0.5210999498897801
8524987,0.14887698610917047
3373460,0.5369880001335431
2575818,0.8046491836262638
2717104,0.10756189860246962
3054464,0.6564076578203475
1440697,0.6391324278433209
1305751,0.5131415134658915
2772342,0.5177200721032853
7037207,0.6615802653305722
2851430,0.39974337544289734
1479220,0.6427022309734958
4842467,0.6910038306985347
3423311,0.28909663797951163
8470131,0.39581787586009276
7899565,0.4688529816808509
4153723,0.5039875821422627
4533419,0.5288278016717847
8633564,0.7008763351756729
2870129,0.6531247927965165
