Id,pm2_5
ID_M1T3S50WVB,70.72758387142143
ID_S9OZLWWLTX,69.98803973678291
ID_OC21YTIKX2,74.38558930777994
ID_BNZBP8KDYD,76.88669843280894
ID_ZS2RAN8HZT,67.17878582401704
ID_HSJA8I0X66,84.31358329511424
ID_3O2ZUT59OO,68.5305398125616
ID_LWMVVRDK4P,68.11365667512702
ID_JGEEJ9J0G7,76.37008745850432
ID_U9UG6FQVPU,46.32047568170467
ID_JXEE6DECR8,82.95188368601413
ID_X5RLD131U1,64.89303647990143
ID_FVXR6BLRXX,53.69596972401517
ID_330JO6WDMW,67.85395744732328
ID_BG678HMUDR,58.21386782958807
ID_OYTFW2XX80,46.29633269899265
ID_SJPCYBVN37,61.07778549004607
ID_1WZI08CXKU,53.49841121726331
ID_L70RX1A4HO,69.91755782820275
ID_FD2UHYPNPX,61.35504335688295
ID_9VFE89MNX4,56.87228431816355
ID_YKE7L81EVD,68.82338207771186
ID_9YA1CLRY74,51.65952469943043
ID_WGF1986WB4,40.7607580557761
ID_LOEPDPCMQI,58.35574181444085
ID_35WTU72HHD,75.27588638323357
ID_B1DKEW1CKI,68.91799443055626
ID_IWO4EVLHSQ,74.24636662810512
ID_4537KW6C3A,76.2583622338622
ID_WWMNG6XYTY,68.67564498176318
ID_KD5KKSFIKL,83.12266767873137
ID_ZU1P3K6J06,66.65404105973636
ID_71UU48C3W3,69.66532074516923
ID_ZI6G75M6Q6,74.36496456331115
ID_A9LNEJED6P,70.86129759354286
ID_11U2TQJURU,70.78488593412699
ID_3XOBL8XC7D,48.513825599872504
ID_M8V8YMCP98,44.80852393650537
ID_VZPWTV9ZDH,90.86153549377357
ID_F5UTU11EP4,72.46905028337662
ID_ZTZSZQXCHZ,65.81500263319882
ID_I5ZF9HCOGQ,73.98704526143543
ID_9D0D6WUMG1,64.84696052478749
ID_DD5CW7FTOR,68.30641795778378
ID_E7XX65XDU2,49.667637903211244
ID_J1SU4W4BZF,66.14536306142233
ID_Q6RBL64F61,60.09270161977676
ID_YZQ8L5BX18,80.00659880180828
ID_GLKF2579ON,64.6426004693125
ID_W7C8YXSXPK,66.38232566475774
ID_7G07GC5VM1,60.87274279089241
ID_65452XRVJE,71.707174206381
ID_CK7UI94H9K,62.949281823053454
ID_6HQH4D0K02,43.7468379534446
ID_FKAFYHMPSR,44.20845629200119
ID_QSIKFL7E3C,65.27726572801049
ID_O7K2PDWG93,77.07152310624306
ID_XN7O7GC7UR,70.09845117299366
ID_SJUXZLIK7B,74.73824813124793
ID_XLQJNEL0BT,77.75496616154601
ID_RMHHD1789M,70.33529518345573
ID_8MKVY3S1MA,86.18930549618625
ID_30PS9MJA57,68.92276409841644
ID_TSOY3X8CXU,70.90162673327008
ID_VPOZP0A83Q,79.30124077141349
ID_5C7Y47AKA0,72.64699219085911
ID_39YP3XODVJ,75.93128664681086
ID_135WIU9WN8,54.29624936432952
ID_IZF5E5OSFB,47.15254053949879
ID_GTES08MY9N,92.90250514329323
ID_9G8DNYIWCY,71.7178686951525
ID_0P11RLVXKB,59.25768387173059
ID_D90AKJFBPN,68.99644116453305
ID_5ERZJGEU1K,62.97070496567531
ID_S8JGW7T7QD,66.99780323509208
ID_IEMLO6MJFE,50.201979890368136
ID_6Z2UEBQP8G,65.65994628748547
ID_4US88CWADE,58.34693002161879
ID_EHVK7OZGA8,78.23742024176627
ID_R1UA6NY5DI,62.3205611728369
ID_24VX5Y6MEC,64.71716853783337
ID_83IWONCQUM,60.91273750138497
ID_LEJKPH7SL7,72.74749857909006
ID_M45JQ3KDI8,59.35495912432995
ID_NVDVNY09N2,57.50921908480586
ID_01ALZXP0DJ,44.27603980322733
ID_6NU8N45NOP,43.29357225805575
ID_N37L8RSGUY,60.22518736912096
ID_N9WDA8G4OZ,79.59648609443023
ID_AF94EODUON,71.40424046478003
ID_EUHIAJVMDS,75.82500607210974
ID_R2UCFYM17Z,71.90315297703039
ID_6NBTWSKY8V,66.39518741386888
ID_NQFT248FIP,85.83929114933517
ID_AOOQQQNB4U,66.41660738122323
ID_2J3RKVSASG,70.21747906609072
ID_B62BPN91UV,80.78915579438224
ID_V3Q0QFN3T4,73.65779939195552
ID_X2DPBR9QG5,71.9198747003693
ID_0Q5G1P1C02,53.2101512871406
ID_G6GZHXE6MO,48.13429900633457
ID_TKRAD8TEMJ,87.50670042725066
ID_XFUYPB424N,72.64553232630811
ID_ZIJKYBSBEP,66.258609471899
ID_W3RPHCB3QY,70.1243698522493
ID_IYXUEAU8N6,59.31922352973667
ID_8OGN3JY9EX,63.371220520913084
ID_5NRO0A8JY9,46.96421069076611
ID_TSCJU796XA,64.32794193301729
ID_0C6DZY6LOS,55.17030417439972
ID_GBIXW479HQ,77.09201257233802
ID_P0756PIIJE,62.06558782306363
ID_N5UG0NNJXP,66.97293115119356
ID_CW5YOVFLGW,60.1091040053048
ID_BTUEK05BQO,71.23972282349847
ID_OQD1TABK20,57.32440571050918
ID_K6VXPZHLWJ,55.382699588313415
ID_JT0OCWIY83,51.36510308215469
ID_Z24NMRDA7U,49.023583135010476
ID_1TRXTAE3X0,58.07850200528247
ID_WFYVDUY1LY,68.87337220550327
ID_SYLT3ZIIN0,70.2752819312277
ID_NV8XID28BY,74.10719270958296
ID_M8KNUAUGCQ,74.18272655208769
ID_NNZLL63JE5,65.23900968459338
ID_CST8UXVYF0,85.31565117956401
ID_AYPTRINX94,67.96017490361263
ID_SWQR0NKE60,67.7928838772034
ID_FQQYVYK1OZ,78.4894291163447
ID_V91HJ5RWIB,72.01538627097806
ID_77XDF6XMTF,71.19801180107294
ID_WH886YJP9I,47.33626537074238
ID_26RBZ26VAJ,44.11628467754216
ID_NO7WY0LDW4,78.99557125430934
ID_QL54RKMFZ5,71.18788598080353
ID_J8YARZNET7,59.99875812025593
ID_FXS5V9QLE6,70.82183018230934
ID_XEQ2USXM7R,58.73232905667013
ID_DGULS2Y8GM,73.212367220267
ID_IXM47G9K0P,42.60618691333846
ID_7JCOOGLPTT,64.66207292430752
ID_P9ITSLB3TD,50.43585405845396
ID_MRYVX78O08,46.56148103385955
ID_5TOKNYF1Y1,81.11895276765722
ID_MXYEF6YNUL,57.38164355683946
ID_LS7JFK7EM5,57.424595248570775
ID_SMFG78WX25,54.72654300611046
ID_9T0AOMNK6S,67.13262778259102
ID_W6GIHANRP5,58.50242618390108
ID_QPY9O521IM,48.063215427358166
ID_V0T3SAHM0K,44.481750879346265
ID_OY3TR9JGJ8,55.439581588276
ID_CJNNIXMP87,78.75496881377605
ID_FABKVSR1BD,73.00697091814452
ID_G1OAPY75P6,74.12788627204381
ID_K06WT549AV,75.61835413499315
ID_V9POV1OY4A,70.30715981159712
ID_YUXZSG4354,82.36297531363026
ID_3QL87AI1DX,69.61604450050164
ID_FY1UWXCRKJ,68.76676679998428
ID_4GTXDR6C41,82.3351395541338
ID_DGEMK345IT,68.83576892565716
ID_CJ7RNBA750,75.00914563387713
ID_VPHNNI8W9F,48.22954737945826
ID_5LF6WFA8JD,47.79420811068857
ID_PMZVZRKTJX,66.33186264340641
ID_5K9E9NR558,59.49585553799763
ID_YJ87C9N3SP,72.98699084294297
ID_Q2LOBYJEV5,58.9765079950313
ID_KKA452CY40,70.10804860535578
ID_X92253R2OU,41.975595971451405
ID_HEA7H5ZUGK,62.09165520708925
ID_YZXJO7JD17,51.124730500518524
ID_OSAMM86QEX,49.1935388272676
ID_L8308120JU,73.5309963552925
ID_XT4E5PTMJ0,56.26870005669484
ID_Z6H1U7W1H0,56.23629000743482
ID_9Z87TVPT30,50.96552841955216
ID_APFC8DFK20,64.6745946881881
ID_XFDCP9MTU5,54.62336771132163
ID_NX6GHCVKY4,56.802968285706356
ID_507IBP5DAO,44.342964127797764
ID_NYKGOYFBKZ,45.447198045967184
ID_OXVTH305ZN,52.55482135731485
ID_PREE6HY7WQ,73.09087483612053
ID_2ELK5X61SY,69.0897443362632
ID_FZR8850G05,71.51475618161284
ID_2KGCBBXQXZ,72.05987648656075
ID_ZHYJ6EQ4C3,66.3350635288507
ID_29QZ3RU7OJ,80.36877180026097
ID_YQ5VPMZMWL,69.79987320927198
ID_I3Q9ZA9DI0,69.55631907832431
ID_QU8JG4H81D,73.67869218025197
ID_53M3F2II9L,69.86041539057248
ID_8COKWZ9PVS,71.69099705045689
ID_X7GLAQM10R,50.535033857053385
ID_HEZURHJTRI,44.030944418946284
ID_O8E955JLRD,90.72457456561364
ID_4YAZ1FBMMO,73.41358333537893
ID_4LSDZILXR0,62.062302892942576
ID_439O0W1CYV,69.08156000723217
ID_GUV55TD7AT,59.95502804264858
ID_C4TFWITFFO,72.12482625977067
ID_Q9JNPV1UWN,44.313343096502436
ID_P6OKEZHH59,60.895910952397216
ID_H5X9D2WCI0,51.88981379986163
ID_MDZLV6BIEN,45.43280309602273
ID_F2K44TATG0,80.04144960661155
ID_4UZM8UW0B3,81.27026099140295
ID_OPDUUYPMYS,56.594710081822015
ID_K3TIP2VGAN,60.43904610602388
ID_VB2M0TRKP2,50.237416042439264
ID_1N61WSM59Z,69.47761567829035
