Transaction_ID,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_00x9h2yx,0.13658282337749422,0.034761646069682677,0.009318276267777465,0.2659482816717416,0.41686254848490484,0.004406469008934765,0.02899619991232932,0.0034761062833709145,0.009964086047192788,0.008127013891668937,0.008181415152705512,0.06669519443506963,0.006679940240501645
ID_01db594f,0.08039911726050568,0.013329210615162602,0.0011699970848336597,0.0048337825493747905,0.0059343743968493,0.8545484784260248,0.01135904766195759,0.0018655103057909504,0.004924084075859384,0.007782989310509294,0.0026691494610087715,0.00725395079205531,0.003930330635818132
ID_07pm99no,0.018633613321694283,0.023884786981480603,0.0010267101775447733,0.004676366068932535,0.002809258132099851,0.0998540782598885,0.20120557329383834,0.005607353832650044,0.0012531991115314492,0.18779805347105252,0.0009507172531228934,0.03296209620270691,0.4193381920670102
ID_09jryhkd,0.19861221502877444,0.00805402255610479,0.002134470933638145,0.008922829245801532,0.043470281734358344,0.5526597991327427,0.01689250696175343,0.004296422356873732,0.0023204185736623935,0.05551074721477377,0.0019109608780581036,0.03857806777405278,0.06663726424489741
ID_0ccv924c,0.4486715182097181,0.03467791368287976,0.012766195719990004,0.11430855811015517,0.036750696760810726,0.06047013397853408,0.017732280089875388,0.010505213734310752,0.02507615253402244,0.047706065674100975,0.1468677342178795,0.028839442921075147,0.015628098576516935
ID_0ivttwce,0.027111034114033275,0.18166602960625716,0.007426385125445453,0.015256633901720227,0.07237661818388663,0.21152763217241724,0.0396492670435802,0.018275633343634173,0.016495223442452096,0.023299903836337277,0.14946317898783731,0.0548123297557749,0.18264012493943393
ID_0j1e3hks,0.250510844218556,0.6836034507590634,0.0012813635704030275,0.004237564971357524,0.009821052303256878,0.0072601592610891715,0.007091111727988168,0.004932362248105119,0.0009620773404843821,0.019957517779744378,0.003621861417052434,0.00445116799759553,0.0022694673071134873
ID_0jf2pe3w,0.20252929881398324,0.05168799801457247,0.006405833655792457,0.011587786281468747,0.11599881032814777,0.08399720325192492,0.03001603637108096,0.0198268425558443,0.004662684875037577,0.30804897556966815,0.0036031299082792605,0.1325871214562056,0.029048276277549592
ID_0mm4hawe,0.19214173226636003,0.0042492321014816975,0.007018839724125443,0.004578827375400766,0.021699858162440834,0.10482509703186221,0.15480126000907007,0.1116797439452401,0.0017749750294646946,0.05651035281730623,0.0029217856632581477,0.05175587930277675,0.28604242993605566
ID_0nd2x27b,0.015430662493422221,0.04305435751381754,0.0007775715930895281,0.0036360225196803873,0.00657663757646607,0.005192993108117921,0.18224097418169097,0.0019812786099985924,0.0009687739539692581,0.7310007286703061,0.0008901839121639593,0.0034345372325346084,0.004815274764433514
ID_0s0y8i8f,0.004753710902859153,0.017432312241403194,0.0003822097589510598,0.0016370763988537444,0.003913562755075557,0.002521912169916153,0.04357501900127258,0.00147966770807891,0.0004389199711006016,0.9202929967793824,0.00048349945690158186,0.0014736711673884928,0.0016154553686856356
ID_0s394wg4,0.030878933370391833,0.45021818102510147,0.0014874437143413022,0.006278834155388744,0.014619048120782845,0.00787250315729311,0.28998550632524667,0.005813928172510479,0.0018272320938592394,0.16597214944788571,0.0018606738125252755,0.009200679452920697,0.013984884511307454
ID_0s8q8hnm,0.0411565263072604,0.014720413968519756,0.021364437849495974,0.38306255851997206,0.03466513886446685,0.07419536356720828,0.08017454252007478,0.010116249236326407,0.04569025319486657,0.01488137593521773,0.006192146257623665,0.26044532701054524,0.013335688524263124
ID_0vu9s4tx,0.04157200708599211,0.9291514286423412,0.0005180184338268937,0.0017235417034477231,0.0013242630351045248,0.003132115082139214,0.0018548155942492866,0.0016171560260787512,0.00045296104139644843,0.013276811083374876,0.0019419317344304885,0.0023259696072565313,0.0011089827067359737
ID_0wzvo8c5,0.5878656459416516,0.005609049791500742,0.0034530199271885593,0.011169905205970335,0.15363375879658328,0.011408905488762295,0.013409104385808914,0.007111139784895283,0.0021741379414837803,0.15833801127369923,0.004059257892249655,0.011563880952160592,0.030204194042026875
ID_11ep14g6,0.06701456847568997,0.0975729229366786,0.0009092597907074434,0.004808319192195323,0.7809237743598527,0.0031649432777928095,0.01856671483789128,0.001408014046335845,0.002876920995526595,0.006431254137172138,0.003935742661390382,0.01002321663645582,0.002364350918703684
ID_16dyyfqo,0.15852430080689445,0.0021912108299089747,0.0028918507671348076,0.004095510642639323,0.012838665672351604,0.18927921239986703,0.056092400610831344,0.010697569382208942,0.0009789729780096635,0.02093117871634392,0.0015728416989186172,0.03519139114997881,0.5047149058471101
ID_16gprxbc,0.048715334019955536,0.02019085088610076,0.0007918688272315411,0.009867297664109547,0.007849779308397331,0.0037919932763321356,0.8367657173708316,0.025016821791938385,0.0006709651962180474,0.036969678240191074,0.0008309834580342,0.005420569488673216,0.003118150772741561
ID_16lij9xh,0.1449432533275355,0.03185724389034944,0.0026924800757661916,0.009878433672507039,0.027400748278584148,0.12430499327654661,0.18904664899681609,0.004437795782537005,0.004917237615428911,0.15123264580637122,0.00421999602227362,0.022520429891436915,0.28254809953822496
ID_1bx9fazh,0.3526917781515688,0.02012318090054925,0.0026952047426644973,0.04984294115942968,0.4408910702749607,0.01044443888598805,0.06491806034764512,0.002937497552682115,0.019830573959008894,0.012610008053709376,0.0035788146430692377,0.010911679319364334,0.008524761952683674
ID_1c6j4d07,0.24013300254794556,0.0043057383935817175,0.007948357941767023,0.0045072486761408015,0.029093887829196998,0.18189702267486121,0.13116489488387312,0.07362094854247911,0.001838779627356424,0.10954253641384207,0.003256107682721902,0.07323729997171412,0.1394541796392074
ID_1d5k5ykd,0.06405728672969602,0.05296361143134378,0.03705011274198869,0.009747257735656954,0.18213459037756294,0.21060841393101284,0.02031111964732731,0.004471945547669365,0.2643430503918834,0.011682380133608157,0.0090785694267083,0.05014143795127306,0.08341023026689011
ID_1hsh1z4x,0.10985297220257868,0.019233296254574685,0.00755720454833412,0.008795517971510921,0.02919845192126668,0.07386523599799967,0.14834180578131245,0.024698438850302235,0.0019674309878977125,0.3895189604702305,0.0024412517572196014,0.033746587572317736,0.15078284796801436
ID_1hzu14dt,0.04871716974522322,0.015991749704361412,0.002445205969728616,0.005659736339635113,0.01407563341409206,0.08365829341769476,0.37725952489451553,0.029267434484127698,0.0024826642401372025,0.37195505478323626,0.002645729351324219,0.015674860229951793,0.03016694841948465
ID_1iab3bqm,0.028463482422721235,0.03879419004918946,0.01114392455457641,0.01297318609992035,0.05556555847607142,0.03897751416276457,0.013598138703403071,0.0022395377352307385,0.6713551051683375,0.016365824951076705,0.004387800475808706,0.016729944555158825,0.08940579429265394
ID_1idktyre,0.29264995678842154,0.014480031787442067,0.004486795138566127,0.015740046281287372,0.2910383988542929,0.03955341264014204,0.08981675907445422,0.004750583566333979,0.002670960549177326,0.07836044867976065,0.0033396106272923984,0.07750087362207703,0.08561214303700967
ID_1jaoyv9g,0.03883385664317772,0.02095798185581623,0.002797244873772006,0.0026047178103014235,0.02826727779568293,0.3963607124567705,0.009863859386948658,0.0023724841835054498,0.016135154127012503,0.15205436364245076,0.0017835879854336278,0.018135708555190037,0.30983305532217925
ID_1jnjzhdr,0.5176328724334037,0.023103470534450967,0.002131864463922779,0.011526891162815528,0.15396741217130278,0.013556077705719592,0.014303595998719552,0.003985933912287711,0.0029771066621703873,0.22654737824651872,0.002338200545364451,0.012362408192524434,0.015566781042086782
ID_1uh3vz8w,0.03260628136922326,0.010882135160842871,0.003965237566530824,0.009661456769951554,0.019219689962203947,0.3176596860382045,0.11108544322924037,0.008389732671199888,0.003745367818763105,0.3484613295076291,0.0033916023361913296,0.022310777324843777,0.10862126827492236
