Transaction_ID,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_00x9h2yx,0.1411691125003617,0.050676057443392555,0.01163353987785629,0.4392961142906424,0.14402210253265085,0.020947948001466602,0.056202264960836426,0.0069786991195386235,0.01855241491684765,0.012619503906193569,0.0253262500093438,0.03833943364106561,0.03423656182369185
ID_01db594f,0.11513912470294058,0.016607974293406495,0.0010041796006197954,0.010951417577813961,0.01645586800192752,0.7360253376537557,0.03478164310214235,0.00954264789028237,0.012198360972145782,0.01282465966348999,0.0011374733028040496,0.024100824777862854,0.009230499655596918
ID_07pm99no,0.013079890594730512,0.004266877663009604,0.0008079930055869088,0.004402338574328609,0.021340935646235924,0.07240673654460511,0.07080782521308235,0.0014507290916447816,0.0012074274243614586,0.71991771008783,0.0009678075834912237,0.014575089323184845,0.07476863597309111
ID_09jryhkd,0.12656112472304473,0.04393102226856496,0.016943207382284175,0.01791993179700265,0.12590317456199995,0.2017655417287979,0.018484485397752815,0.014659008004737052,0.009699633924099185,0.35009886357210046,0.010822575946873938,0.02237534902262129,0.04083608224928709
ID_0ccv924c,0.356246605237334,0.027856586803130433,0.008064531903866738,0.08266420054450471,0.07422154973926451,0.060140781779120064,0.0381835848385339,0.009569289254063645,0.015340100714824065,0.05672923039514683,0.16350160164184688,0.0753013859130587,0.03218056422725548
ID_0ivttwce,0.03282879141317943,0.4242226289226766,0.005311608246377323,0.030766929447480582,0.04052610138324811,0.12492694873518682,0.052474724736491625,0.026105565551379054,0.012107602062341908,0.04186849964502343,0.036567118539253325,0.057696241974265206,0.11459723772492358
ID_0j1e3hks,0.02990528192533628,0.9266395289550897,0.0005242885465651318,0.0009540594736802326,0.0017567831544616662,0.00191994199072399,0.0033009281127587362,0.0007071524436021346,0.0004071756567825455,0.02413099043458379,0.007084273242239484,0.001609881878655585,0.0010597033068728003
ID_0jf2pe3w,0.40339540179677735,0.028612389489539203,0.0029075497315840166,0.011195446941692276,0.03534893816179473,0.040212157786183186,0.04515556003944826,0.016198873974683333,0.007809760849585304,0.081108876382677,0.003338516686293898,0.3082723023184538,0.016444222826130724
ID_0mm4hawe,0.16777773452681619,0.009210992597343298,0.0022914448759826147,0.024525139792772092,0.02977338809247802,0.36036012925872263,0.15930228102433572,0.027299092255343983,0.0025689853518144562,0.02000702539224775,0.0037266168308021366,0.06542623108705259,0.1277309364812083
ID_0nd2x27b,0.008479249230013797,0.015727308058515223,0.0005201072243198882,0.001845223164271146,0.008594457932575647,0.0066208113762074895,0.03713648564406594,0.0011181464452336542,0.0012443601857125204,0.9114613329445799,0.000635689449330148,0.0014420988242230069,0.005174737341514776
ID_0s0y8i8f,0.00372135778143876,0.0048561167079907985,0.00019308370015253914,0.0006831063959215831,0.0014114350781695064,0.002107666606497774,0.00759196289487456,0.0005583758613871869,0.0004746325449142317,0.9758903872869735,0.00022603146251945643,0.0006253947418942559,0.0016604368985572069
ID_0s394wg4,0.07722310268292569,0.7275441193382335,0.0012268869367201766,0.004048693834614564,0.009757713516251001,0.010289283342423843,0.07909485891218707,0.005488891348821098,0.003115880546256753,0.055493152050761975,0.0013454047881196023,0.0055589805267049885,0.019813042388513794
ID_0s8q8hnm,0.04496329347743664,0.017273188831728147,0.106095593424356,0.292077128432784,0.03594162528889839,0.10239587817271423,0.11945743122441087,0.013488810200042778,0.03272226039588957,0.03306256973923146,0.021395412736570148,0.06701846936280328,0.11410834204261276
ID_0vu9s4tx,0.015672535177034135,0.9584821675792753,0.00035711965078676354,0.0009194859670333286,0.0010225370369695808,0.0012416926736491694,0.000796858475754138,0.000520042538929255,0.00027286448994301237,0.017720358248683836,0.0010361997948710722,0.0010389624557845375,0.0009191740198095609
ID_0wzvo8c5,0.5861380700462526,0.004317240519467493,0.0020562650407323067,0.007842075757147807,0.14166548207709934,0.017255492015752372,0.021538079402625063,0.006694956366251611,0.0022660810119704364,0.17184260201558274,0.0043519732589150815,0.01154595844851353,0.022485729999426517
ID_11ep14g6,0.035728481394026755,0.02371830499348456,0.002273124874907749,0.012023087639269178,0.887583181167025,0.004028179717598854,0.006018768827014908,0.004017387481509308,0.002515627457814986,0.004436099935549842,0.0012208285299094767,0.01434303650404568,0.0020938995735290014
ID_16dyyfqo,0.2568036860046501,0.03960732624732715,0.021510469913632497,0.011631378321306722,0.03075008291838926,0.26479210808922904,0.10881201015974798,0.02329173118357788,0.006361884230292466,0.04482820655988306,0.008397915550504379,0.11836110715953013,0.06485208482600638
ID_16gprxbc,0.05295284089499676,0.010722800986991337,0.0007330058857534525,0.004775158465133699,0.01219699511227361,0.0069363797668239024,0.8667342883296499,0.003731186631236547,0.0011444562065219734,0.02534741791118281,0.000903781241841279,0.006754097396532092,0.007067585325558373
ID_16lij9xh,0.10803495842836101,0.02855944992374016,0.0027229896973080536,0.00823272684113328,0.10732738260344846,0.08850477277663885,0.2786783378309761,0.006746612836011781,0.009490689594753337,0.1705184251323861,0.003254766866131422,0.055283798252113936,0.13264509614079872
ID_1bx9fazh,0.7019327266162425,0.029247944250678067,0.0013927639679829366,0.031105625797024528,0.16423654335718424,0.009614893668480992,0.018937103591470467,0.0033995064411201743,0.006966991642603145,0.022739522789475247,0.0014488042838711067,0.005209215755657746,0.0037683631285576396
ID_1c6j4d07,0.1022996790716944,0.006852279808918954,0.008043665292938207,0.03345619097703382,0.0337048162610529,0.4045372301086816,0.09063810037302435,0.050604200044641785,0.0026037673412689947,0.025988029207471404,0.004251856704606664,0.17784507472293337,0.05917509786649029
ID_1d5k5ykd,0.12986032470508188,0.0332272129275493,0.011071738820393737,0.008220343346436884,0.08676448911922365,0.18920207864130123,0.038160266787829855,0.008994556775250757,0.1603653681543957,0.06903676880476192,0.005263854192378231,0.14691149485156418,0.11292151150020804
ID_1hsh1z4x,0.08236182932743773,0.03451711997588432,0.004877170676076255,0.005239963050638065,0.005598482060054311,0.05362676137530773,0.0357349766548531,0.021592442152988178,0.0021381652817145354,0.6878550818283334,0.001797293657857811,0.023037182961202593,0.04162354098463134
ID_1hzu14dt,0.025492785658541222,0.005355428013815641,0.0022870084764016773,0.011656543099998742,0.008456674612531991,0.04025914616965593,0.6982255092180225,0.007968337114378159,0.0036946925838319475,0.08917199608177578,0.003660730915831481,0.01636357352348844,0.08740758864417393
ID_1iab3bqm,0.07273774352764359,0.039732104681473944,0.008994042614152088,0.013522031679269408,0.043289543201147765,0.1064067951633205,0.011669462044499788,0.004403363430761057,0.5380261012780384,0.014622879077416384,0.004728850278606105,0.03297876873962458,0.10888831837022422
ID_1idktyre,0.396507909435853,0.00928454071679611,0.002221538885066476,0.022083167142594118,0.2889193831240322,0.05434175421048407,0.05959867972608045,0.004760255353710559,0.0032003850213361577,0.04478920714053541,0.004799837407911643,0.04485552734067813,0.06463781366255218
ID_1jaoyv9g,0.017876013638244183,0.03880339713565186,0.00692748473076081,0.005551210113440617,0.014381109913287587,0.7840691730571925,0.007838088813174103,0.0031763372598653506,0.01451242566078359,0.04563918876114523,0.0021530662165847457,0.00795230814450083,0.05112020281523883
ID_1jnjzhdr,0.18843377849768309,0.028379737500505067,0.0016236414493940737,0.010723178736438788,0.06996007646848568,0.014999083224725818,0.017741722790919564,0.009291442933181937,0.0027728241819981094,0.622706113268194,0.004170592036196663,0.016099376618879772,0.013098442558682215
ID_1uh3vz8w,0.05743455975164471,0.0137610392108129,0.0012059269907853812,0.008875148320440408,0.01890257735790714,0.7415680441105587,0.04597624616672244,0.009462301433518942,0.0016606172089904787,0.04303193938763264,0.0017324168158680084,0.03388022971815686,0.022508959337541132
ID_1yj8z7bp,0.19409770884718192,0.05929879418273212,0.01686815055379896,0.02629608697779834,0.07420963386961603,0.20727440479787457,0.07427229847749595,0.06232153377423007,0.01009180897836649,0.04735986573172935,0.015048867563604606,0.08262106519677408,0.1302397801873242
ID_1ztrnc7z,0.008325603762296477,0.01070970251985895,0.0015470919066200414,0.004577611160704668,0.008376617682959681,0.02973506074139754,0.4509931559630833,0.0022143483548448025,0.004067560293857238,0.04027691525721691,0.004295996159436497,0.04111634305369104,0.3937640021232921
ID_225w0wj5,0.14335774094980183,0.026363106973314947,0.006339803142456415,0.0679826879283322,0.30126866379071254,0.03648761181788092,0.06073372543116831,0.019691148323569878,0.011674761470844633,0.06864002140737363,0.012189750878595895,0.22126560567778275,0.024005376585382134
