Transaction_ID,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_00x9h2yx,0.08208774487862736,0.040838871988014794,0.01063259142553666,0.19819622048648103,0.5206978380946337,0.004774083330537317,0.03678162430158326,0.002886755577408998,0.007260978751605174,0.010423131243517243,0.006181788631713028,0.07234900006673264,0.006889371305736143
ID_01db594f,0.09857185019889164,0.013185502510550416,0.001109248948104335,0.005565834945497117,0.007820311672948575,0.8284753061367136,0.01621739790620771,0.0012666007951132145,0.006321674153442291,0.009044737078052856,0.0015775684341679261,0.005579907927775731,0.005264052115529939
ID_07pm99no,0.016537415134632368,0.02541946886177799,0.0009361467310371012,0.0030930420380453003,0.0022950013025321687,0.10890431844669803,0.19802316569297856,0.0029734727730287317,0.001308668203008573,0.17656572949228042,0.000990379586940413,0.050612436527622984,0.4123407580668679
ID_09jryhkd,0.21530577556069774,0.004059016738322646,0.002134407351247402,0.009626241598445648,0.06054698646688462,0.540228028230054,0.014259483750745861,0.0032086540100560927,0.002220161617528704,0.05314090626742796,0.0020110300616682777,0.046285490181515856,0.0469738240851244
ID_0ccv924c,0.33943246592852105,0.02529276937112406,0.008032187132268782,0.08687043683353143,0.040734014392057205,0.0708597613151748,0.024612423045051922,0.0064714328630636735,0.021541876947287635,0.05192872020018311,0.27281172706247303,0.026685490792979175,0.024726693604056695
ID_0ivttwce,0.022738112840860705,0.10657125378784732,0.005042465619415515,0.01088174502258036,0.03327926477472676,0.08309487655107511,0.02952253601666906,0.00872679936127587,0.012410304401660667,0.01574016255963248,0.06938173974044191,0.04257520948847692,0.5600355408191229
ID_0j1e3hks,0.21270610596436956,0.7404787460931207,0.0008855790853219946,0.002664333883780667,0.005270569236157779,0.005375397878516048,0.0038837032875000906,0.0038767437449465365,0.0007055906859819538,0.013158882397557883,0.002554696152701057,0.006340114471964087,0.0020995473779093646
ID_0jf2pe3w,0.2617024312660958,0.04378395328187035,0.004181517007544699,0.01182104842353384,0.0345308191771771,0.11676169806231178,0.02312669546378284,0.008778500423442349,0.006243060697063041,0.264754202595189,0.004068717203741192,0.20445102910194426,0.01579634517769715
ID_0mm4hawe,0.2273825149279563,0.0027512322370371028,0.0028067065430018253,0.003827270397227272,0.01587157214055215,0.12395405760166987,0.14579086971817426,0.17826093049903508,0.0012205268081400217,0.048994823584839045,0.002846008180117863,0.07549092689357438,0.17080257471208937
ID_0nd2x27b,0.00851168862640099,0.028325264119937413,0.0005887721723997564,0.002069685359933965,0.006114556368185678,0.004120502696390846,0.24331310287507701,0.0014354452332337928,0.0008489612040089927,0.6967318689455746,0.0006984127003645313,0.0026002406223331284,0.004641506757569733
ID_0s0y8i8f,0.003936161767692133,0.01480204343091701,0.00026873142290795537,0.0014182311646192044,0.001760068903730958,0.0017537190103307796,0.04549180966436345,0.0007212348439530857,0.0003530515679301495,0.9263851617328804,0.0003295377726898459,0.0010680863176409751,0.0017121513748124466
ID_0s394wg4,0.039427072772684826,0.5314949370406652,0.0014182014805392172,0.005461716576459644,0.007932244654920059,0.008814901790925296,0.20373849687489243,0.0035135119271684535,0.0020493852023670657,0.1707454336461046,0.0015706836075885704,0.006717289635545095,0.017116129742156316
ID_0s8q8hnm,0.044357249664242385,0.009156671884074008,0.02124726716536316,0.44629312385683567,0.03912629135566727,0.06231914821841046,0.06713839301525976,0.010211490447284999,0.025833845559261197,0.006761874042485191,0.007234191440599494,0.244688213470175,0.015632249765457486
ID_0vu9s4tx,0.03615235637095634,0.9435763230868794,0.0003110476735157463,0.0014425559417209903,0.001051329259329194,0.0018380281369051576,0.0011789960946223515,0.0005902143846318746,0.0003456537248564639,0.009810779694375929,0.0004625509053353032,0.002119477136125389,0.0011206760267934187
ID_0wzvo8c5,0.603205051937392,0.003415495638605834,0.0025553706200202655,0.008340361861040592,0.1936503057240151,0.010622270272308448,0.013332742915274455,0.0029186380666461897,0.0015683309759380072,0.1215245056641181,0.0027725068797359873,0.0102294140916856,0.025865016402488675
ID_11ep14g6,0.08307419802155183,0.13341377433557106,0.0008017256727057405,0.004577531641197119,0.7196742184500858,0.0030548309803976187,0.023886946280564727,0.000990557837575115,0.0022873770336007677,0.00484369809202715,0.0019378501753311427,0.018886270728596957,0.002571023859152322
ID_16dyyfqo,0.20664959417428236,0.0018929221535458791,0.0031156385304732725,0.0030621791231134113,0.008181676981488133,0.2690942126973399,0.05531733675216299,0.00727376860343613,0.0008920083015954235,0.018795846958748568,0.0015123570653780374,0.03523641703007484,0.3889760435681313
ID_16gprxbc,0.05772886236992905,0.01853657622311213,0.0005290988533991917,0.01005984028361132,0.004603097812514378,0.004683925714381719,0.8429871773175907,0.017995240448539174,0.00048757393313110016,0.035798699403662274,0.0006681699251932748,0.0037838035874884443,0.0021379506300467257
