Id,Bills & Fees,Data & WiFi,Education,Emergency fund,Family & Friends,Going out,Groceries,Health,Loan Repayment,Miscellaneous,Rent / Mortgage,Shopping,Transport & Fuel
ID_gqase66n,0.03764966313075567,0.013039706948068611,0.007008024097388468,0.0062854146492986466,0.010121799872845394,0.71729406181643,0.09017343410311544,0.005603627155742421,0.011884869046279101,0.015970761809549025,0.012778149955952167,0.026242391770061158,0.04594809382843493
ID_81rystyl,0.04570508507444158,0.7312364654000783,0.0025942136115033048,0.012444263978512346,0.029801293335569436,0.01959507577983754,0.03831105913519783,0.005885733543393691,0.0046236786840273564,0.07599363174784518,0.0038395814528716958,0.013155349823910714,0.01681457674486509
ID_xmtv3qil,0.012233235406627479,0.8865061774365073,0.0013472115818812804,0.0034850439971311886,0.007711730534104472,0.011382570093425241,0.0194964346315387,0.0019005332800128307,0.0019219188765384441,0.03194408596815471,0.0017531866506716371,0.006164117499334157,0.01415377923634821
ID_wz92zfhd,0.00654537366613534,0.006343072620272196,0.0008221963735504413,0.0019881253006208723,0.003373948702626912,0.011260126683677244,0.024824763289964955,0.0014103557016650592,0.0014376879653025933,0.9288872195563901,0.0011256642623489205,0.0022186617390310167,0.009762827118798934
ID_ogyrecgz,0.006065697816156321,0.006111232676542577,0.0008134401233124318,0.0018967025119138365,0.0032888307020584205,0.011175275066226616,0.026446772313719225,0.00140625106992417,0.001378387646417002,0.9279502545476731,0.0011130283102101623,0.002245606902880337,0.0101085411978745
ID_2h89w814,0.009047268915688812,0.8972465532474999,0.0012225761382245416,0.002908009674139399,0.004607124152059687,0.01064558915426498,0.019971405376869398,0.0017063745899819904,0.0015805651882775209,0.027132580821271287,0.0015223180226015226,0.005461239320096975,0.016948428740372085
ID_ofympoh2,0.009382322819983434,0.9006528585433871,0.0012017356493276344,0.0028087605434075724,0.004677303168288017,0.010780541569809076,0.018069658973345407,0.001665618120094493,0.0015956828021761803,0.026566872903944168,0.0015025344588268195,0.0052221860441805865,0.015873914321662675
ID_0nd2x27b,0.00654537366613534,0.006343072620272196,0.0008221963735504413,0.0019881253006208723,0.003373948702626912,0.011260126683677244,0.024824763289964955,0.0014103557016650592,0.0014376879653025933,0.9288872195563901,0.0011256642623489205,0.0022186617390310167,0.009762827118798934
ID_ndje6wd4,0.009382322819983434,0.9006528585433871,0.0012017356493276344,0.0028087605434075724,0.004677303168288017,0.010780541569809076,0.018069658973345407,0.001665618120094493,0.0015956828021761803,0.026566872903944168,0.0015025344588268195,0.0052221860441805865,0.015873914321662675
ID_t1b2rj8j,0.005618654114457667,0.9677145569934114,0.000578098791301989,0.0015329569526596355,0.0037706030517721694,0.001973534965284193,0.00314570239158838,0.004260339770515034,0.0007793481154130262,0.005395189306040733,0.0006351089832184386,0.0028041404316750188,0.0017917827393079675
ID_416hrvpe,0.007356849174967459,0.006472584818759647,0.0008071442772739828,0.002181186357149865,0.003801758782695856,0.01097203531663221,0.023678306108346592,0.001383465565714365,0.001575272103219625,0.9298476771069626,0.001119494689275632,0.002574197578461771,0.008230047259219369
ID_j34f0v39,0.007902179780957787,0.965886991126333,0.0005813468882792532,0.001962090226885503,0.0035618937922389654,0.0016901652019120032,0.002575175613643968,0.0040387356325206104,0.0008732402182488181,0.006042102092075216,0.0006449070852561488,0.0027839964521281183,0.0014571736077803451
ID_kt3hch74,0.01693766048466715,0.00671469472714503,0.0015878755879193077,0.0025463579174542445,0.0045630415572532335,0.023196566475795245,0.9018784486707476,0.0034989725025274905,0.004036850747329278,0.007957527854610267,0.002239749170814895,0.014317451407023441,0.010524794794206423
ID_3jnvetig,0.18876545559221083,0.016907343767686895,0.008895072095236461,0.35998699486141145,0.02563427997270013,0.04275561796329366,0.1715418316563387,0.015756346713400964,0.01716307022399534,0.020587017460561005,0.018637100633878103,0.09633125785722088,0.017038624054317105
ID_zym0pkxl,0.030782350121123177,0.01211807553969082,0.0027634738619493012,0.02548658990501077,0.8178807795047658,0.005806115545379731,0.0291604790512516,0.023475062610843513,0.013803355370123064,0.008534150823048614,0.006972929167982974,0.017221912745327125,0.005994744193690636
ID_aoyfx4p3,0.1697207061684381,0.03343257857697683,0.010936837037375479,0.01869599589249101,0.055182500424503116,0.12452409103086576,0.20803486274669153,0.03264919741036172,0.0725125188168916,0.0942205943194819,0.010255803396154792,0.06500745943101446,0.10482685269984401
ID_gtj1tfjf,0.1643292734854881,0.03307063356442757,0.010913977999422004,0.01854544665427038,0.054981050399625184,0.12732400888305245,0.2171581464468415,0.032660158307832476,0.06554953585563991,0.09400739008413012,0.010343778423616057,0.06685536659705604,0.10426126105201089
ID_hikt0irm,0.15339468790631766,0.005833141054609968,0.0031084822598905384,0.725426475082184,0.010281561097796264,0.008355231887530167,0.038324435802231466,0.004549046125178572,0.00428975978399896,0.008232204361775953,0.0028026202541420724,0.03105438657190595,0.004347976473738423
ID_cl65jmri,0.20726864892334104,0.7275918781251839,0.0017247372884851204,0.004209204207337473,0.005933935430703678,0.005767701953338468,0.008976114561083177,0.013262572832406703,0.0021282372701730977,0.00801656831183921,0.0019461903371022324,0.007246613250744469,0.005927608847113705
ID_f1mv2nua,0.01662042154207684,0.006587020363009288,0.001525548502921465,0.002467114403761946,0.0044415698967704064,0.022726123876358327,0.9038085697698139,0.003415201728216892,0.003912041291554431,0.007843505477096155,0.00215457733694336,0.014065809510445655,0.010432528711057019
ID_rgnrrv5b,0.01516787683230919,0.006373592974337766,0.001450695145865329,0.0023139856064726405,0.00419191885177012,0.022297313100642355,0.9077584411943789,0.003270473147756888,0.003565785357593288,0.007472994823510661,0.0020362085882694907,0.014041491925464049,0.010059246712582608
ID_01db594f,0.08812361867474608,0.009188728961255938,0.00445819553954762,0.013702142177800003,0.021888785604341855,0.7539721038381768,0.03743153163829836,0.012732690182409497,0.007065373364010796,0.007270249789448995,0.004687487457708565,0.028540327380317934,0.010938764041519907
ID_v83kpk5f,0.015441489545055812,0.007181528219453936,0.0016718106783779525,0.0026568559978584995,0.004714544666960519,0.02310739475046162,0.9019967542292268,0.0034178639317321213,0.004070931866927585,0.007715783057206751,0.0022715235699366006,0.016009720553520873,0.009743823194234192
ID_4lxfuit2,0.006065697816156321,0.006111232676542577,0.0008134401233124318,0.0018967025119138365,0.0032888307020584205,0.011175275066226616,0.026446772313719225,0.00140625106992417,0.001378387646417002,0.9279502545476731,0.0011130283102101623,0.002245606902880337,0.0101085411978745
ID_au4a2nwi,0.007642155682061364,0.00399138200698133,0.0013443508971539052,0.003938548813242174,0.9599555308054561,0.003035501796541383,0.0045731276634329715,0.004449142347794099,0.002491491886495375,0.001739423610044918,0.0015311295147630304,0.0032484776300701463,0.0020597539817127533
ID_4p8l0pmb,0.007643662561987092,0.00399260925730403,0.0013449017162491294,0.0036447919432623984,0.9602396561701999,0.003036052732051929,0.004574572610407487,0.004450389155890865,0.002492180715954625,0.0017398489916308736,0.0015316998334246605,0.0032492389862748944,0.002060420808676178
ID_lbir9862,0.2528574878286198,0.024168625553858503,0.0170358662197189,0.13153505059684298,0.17050694119717835,0.019529743675489958,0.09743849243443414,0.01646833603300247,0.06039201699979421,0.1605663141919076,0.012117105533200594,0.023185534106531198,0.014198497550350346
ID_uedd9bug,0.24973704733731872,0.023567518979934192,0.01689420815895598,0.13509743503578225,0.17060244090038917,0.019346766466914585,0.09963876356300869,0.016600549699780746,0.054564131691098465,0.16346392161233958,0.01225397412495358,0.02370589743855526,0.014527371813058968
ID_h76zkmwk,0.3386131628937533,0.147978021065443,0.008334172135784069,0.017664977183295696,0.036336172806120406,0.11045244830825365,0.12902225452321237,0.04329294609083188,0.04087167534930918,0.016623817897579454,0.012323669207000459,0.04486912781400916,0.05361755640178789
ID_k9zwhybq,0.3430528759328796,0.14444318661922267,0.008251008226625013,0.017416774396732893,0.03542113244498993,0.1107922866779853,0.13258569501274037,0.042802125310053105,0.03646532104897503,0.016550412557427716,0.012191546097060676,0.0455416848925711,0.05448594058475437
ID_oi5ns3ho,0.007748069124580748,0.004003626035677237,0.0013355539978019988,0.003495211536763094,0.9601880284571611,0.0030606493473660365,0.004626460308628919,0.0044903583026729785,0.0024789820282182565,0.001745878662584524,0.0015254933491539355,0.00323665556353448,0.0020650587691708622
ID_zc9wpyzd,0.0352937737737474,0.009193457274312228,0.00123764417945884,0.005244655099622254,0.018967672611512422,0.009890388300165438,0.8660714397774182,0.0019353261754832209,0.003978070335636229,0.024317880430858523,0.001520775846899117,0.013569492917161651,0.008779425361558792
ID_6jitepjj,0.037535997241104485,0.010222073071781634,0.0013833900731116413,0.005580492718589623,0.019944914956425565,0.010523406150179191,0.857505727546072,0.0021075320287971856,0.004448115945979425,0.02582494255611046,0.001686843391157269,0.014118468678232323,0.009118088704106051
ID_q3ycltab,0.01594342603805704,0.007335540624789728,0.00105158859379374,0.001870917793495343,0.008574442711784744,0.008124601604947764,0.9147576131185664,0.001662131836438806,0.001941474676563291,0.02166679275328296,0.0012083460834668449,0.005845715076597095,0.010017417109231999
ID_vfcxyhf6,0.01406586477356387,0.006581370725425361,0.0009163085694316469,0.0016752276742328744,0.007737964572649372,0.00743135621218332,0.9221252916342535,0.0015048279050412518,0.0017290693567917634,0.020140213855412262,0.0010564797033164647,0.005434785225234171,0.009601244961304368
ID_d3pmn6pg,0.01594342603805704,0.007335540624789728,0.00105158859379374,0.001870917793495343,0.008574442711784744,0.008124601604947764,0.9147576131185664,0.001662131836438806,0.001941474676563291,0.02166679275328296,0.0012083460834668449,0.005845715076597095,0.010017417109231999
